title,price,location,full_address,bedrooms,bathrooms,property_type,project_name,offer_type,construction_year,parking_spaces,ownership_type,floor_area,floor,condition,project_link,publish_date,publish_by,latitude,longitude
1BR Unit For Sale - One Lafayette Square,"₱ 11,500,000","Bel-Air, Makati","One Lafayette Square, Bel-Air, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,One Lafayette Square,For Sale,,1,,75 sqm,19,Fully furnished,https://www.lamudi.com.ph/projects/one-lafayette-square/,"2 weeks, 1 day ago",Veronica Ginez,14.5590339,121.0219974
Spacious 3 bedrooms Unit In Sonora Garden Las Pinas,"₱ 10,200,000","Las Piñas, Metro Manila","Sonora Garden Residences, Las Piñas, Metro Manila, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Sonora Garden Residences,For Sale,2025,,Freehold,81 sqm,31,Unfurnished,https://www.lamudi.com.ph/projects/sonora-garden-residences/,"2 weeks, 1 day ago",JGAP HOMES REALTY,14.4449063,120.9995805
Ready for occupancy property near BGC,"₱ 9,579,000","Taguig, Metro Manila","Alder Residences, Taguig, Metro Manila, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Alder Residences,For Sale,,,Freehold,67 sqm,,,https://www.lamudi.com.ph/projects/alder-residences/,"2 weeks, 1 day ago",Ken Kitou,14.5209417,121.0687402
"Trion Tower 1, 2-Bedrooms with balcony for Sale in Taguig City","₱ 13,000,000","Fort Bonifacio, Taguig","The Trion Towers I, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,,Condo,The Trion Towers I,For Sale,,,,58 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-86c69a008a5f-6834-5b4241eb-8560-4092,"2 weeks, 1 day ago",Cita Lim Roque,14.5460967,121.0495991
FIRE SALE 1Bedroom BGC Condo For Sale Assumed Balance Below Market Value Brand New Times Square West Unit near Uptown Mall Parksuites Avida Ayala,"₱ 8,500,000","Fort Bonifacio, Taguig","Times Square West, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Times Square West,For Sale,2023,,Freehold,39 sqm,30,Unfurnished,https://www.lamudi.com.ph/projects/times-square-west-1/,"2 weeks, 1 day ago",Paolo Barotilla,14.5596081,121.0516897
Quantum Residences condo unit For Sale in Pasay City,"₱ 9,700,000","San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Quantum Residences,For Sale,2025,1,Freehold,49 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/quantum-residences/,"2 weeks, 1 day ago",Federal Land Condo Projects PH,14.5527891,120.9980211
Maple at Verdant Towers Condominium FOR SALE/ LEASE,"₱ 8,700,000","Pasig, Metro Manila","Maple at Verdant Towers, Pasig, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Maple at Verdant Towers,For Sale,,,,32 sqm,,,https://www.lamudi.com.ph/projects/maple-at-verdant-towers/,"2 weeks, 1 day ago",RE/MAX Capital,14.5608245,121.0776048
Clean Title RFO Furnished 2BR Loft Unit with Balcony & Parking FOR SALE at East Tower One Rockwell Makati,"₱ 34,000,000","Makati, Metro Manila","One Rockwell East Tower, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Loft,One Rockwell East Tower,For Sale,,1,,101 sqm,10,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-2b4fc0b40c0-6330-79dc6a25-96e7-476b,"2 weeks, 1 day ago",Aurea Caampued,14.5634222,121.0383925
2Bedroom 1Parking The Residences at Greenbelt TRAG Makati Condo For Sale Good deal Furnished Clean Title near BGC Ayala Land Condo Rockwell,"₱ 37,000,000","Legazpi Village, Makati","The Residences at Greenbelt, Legazpi Village, Makati, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,The Residences at Greenbelt,For Sale,,1,Freehold,136 sqm,20,Fully furnished,https://www.lamudi.com.ph/projects/the-residences-at-greenbelt/,"2 weeks, 1 day ago",Paolo Barotilla,14.5510509,121.0200829
FOR SALE: 3 BEDROOM PACIFIC PLAZA CONDO IN MAKATI CITY FACING AYALA,"₱ 75,000,000","Urdaneta, Makati","Pacific Plaza, Urdaneta, Makati, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Pacific Plaza,For Sale,,2,Freehold,289 sqm,41,Partly furnished,https://www.lamudi.com.ph/projects/pacific-plaza/,"2 weeks, 2 days ago",Ray Jerico Albano,14.552264,121.0282242
"1BR Corner Unit in Brixton Place, Pasig City, 41sqm","₱ 4,879,000","Capitol Subdivision, Pasig","Brixton Place, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Brixton Place,For Sale,2022,,Freehold,41 sqm,19,Unfurnished,https://www.lamudi.com.ph/projects/brixton-place/,"2 weeks, 2 days ago",RE/MAX Valor,14.5694634,121.0545167
Huge 4-br condo in Cleveland Tower (near MOA/Okada). 360 sqm,"₱ 24,051,568","Don Galo, Parañaque","Cleveland Tower, Don Galo, Parañaque, Metro Manila, Philippines",4 bedrooms,4 bathrooms,Condo,Cleveland Tower,For Sale,2000,2,Freehold,360 sqm,18,Partly furnished,https://www.lamudi.com.ph/projects/cleveland-tower/,"2 weeks, 2 days ago",RE/MAX Valor,14.5048529,120.9926509
"SACRIFICE SALE! AURELIA RESIDENCES, 3BR Premier A, West, 282.79 sqm, 2 parking, Only P139.9M!","₱ 139,900,000","Fort Bonifacio, Taguig","Aurelia Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,5 bathrooms,Condo,Aurelia Residences,For Sale,2025,2,Freehold,282 sqm,14,,https://www.lamudi.com.ph/projects/aurelia-residences/,"2 weeks, 2 days ago",Glenda Joyce Tanlimco,14.5448059,121.0462915
Best 3 Bedroom unit with 2 Parking in Ortigas Pasig City for sale Laya by Shangrila Properties near Subway Offices Schools and Malls,"₱ 34,333,888","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Laya by Shangrila Properties,For Sale,,2,Freehold,145 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Best 2 Bedroom unit with Parking in Ortigas Pasig City for sale Laya by Shangrila Properties near Subway Offices Schools and Malls,"₱ 19,797,961","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Laya by Shangrila Properties,For Sale,,1,Freehold,94 sqm,21,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Best 1 Bedroom unit with Parking in Ortigas Pasig City for sale Laya by Shangrila Properties near Subway Offices Schools and Malls,"₱ 12,787,911","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,1,Freehold,60 sqm,47,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Laya by Shang 1 Bedroom with Parking in Pasig City near One Shang St Francis Viridian Empress Imperium Galleon Vantage Portico Connor Maven Westin,"₱ 12,917,778","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,1,Freehold,60 sqm,48,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
1 Bedroom unit with Parking Laya Residences by Shang Properties,"₱ 12,888,888","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,1,Freehold,60 sqm,53,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Best Studio unit in Ortigas Pasig City for sale Laya by Shangrila Properties near Subway Offices Schools and Malls,"₱ 9,555,713","Capitol Subdivision, Pasig","Laya by Shang Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shang Properties,For Sale,,,Freehold,48 sqm,21,Partly furnished,https://www.lamudi.com.ph/projects/laya-by-shang-properties/,"2 weeks, 2 days ago",Alex Pangilinan,14.5723779,121.0654424
Laya by Shang 1 Bedroom in Pasig City near One Shang St Francis Viridian Empress Imperium Galleon Vantage Portico Connor Maven Portico Westin,"₱ 9,729,888","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,Freehold,48 sqm,33,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
1 Bedroom unit Laya Residences by Shang Properties,"₱ 9,782,153","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,Freehold,48 sqm,50,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Laya by Shang 1 Bedroom in Pasig City near One Shang St Francis Viridian Empress Imperium Galleon Vantage Portico Connor Maven Portico Westin,"₱ 7,726,999","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,,38 sqm,27,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
1 Bedroom unit Laya by Shang Properties,"₱ 7,537,131","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,Freehold,38 sqm,52,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Best Studio unit in Ortigas Pasig City for sale Laya by Shangrila Properties near Subway Offices Schools and Malls,"₱ 7,393,277","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,Freehold,34 sqm,25,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
Studio unit Laya by Shang Properties,"₱ 7,787,999","Capitol Subdivision, Pasig","Laya by Shangrila Properties, Capitol Subdivision, Pasig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Laya by Shangrila Properties,For Sale,,,Freehold,34 sqm,27,Partly furnished,https://www.lamudi.com.ph/projects/41032-73-7ef1cdb56051-8858-7e14767f-a8f6-4381,"2 weeks, 2 days ago",Alex Pangilinan,14.5722671,121.0655474
PARK TERRACES 2 BEDROOM MAKATI,"₱ 46,000,000","Makati, Metro Manila","Park Terraces, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Park Terraces,For Sale,,1,,115 sqm,3,Fully furnished,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 2 days ago",Patrice Trijo - Wealth Property Consultants,14.5506307,121.0237662
PARK TERRACES 2 BEDROOM MAKATI,"₱ 50,000,000","Makati, Metro Manila","Park Terraces, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Park Terraces,For Sale,,1,,140 sqm,36,Unfurnished,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 2 days ago",Patrice Trijo - Wealth Property Consultants,14.5506307,121.0237662
PARK CENTRAL TOWERS 3 BEDROOM GALLERY VILLA MAKATI,"₱ 170,000,000","Urdaneta, Makati","Park Central Towers, Urdaneta, Makati, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Park Central Towers,For Sale,,3,,310 sqm,32,Unfurnished,https://www.lamudi.com.ph/projects/park-central-towers/,"2 weeks, 2 days ago",Patrice Trijo - Wealth Property Consultants,14.5586922,121.0266752
PARK TERRACES TOWER 1 2 BEDROOM GLASS SUITE MAKATI,"₱ 83,000,000","Makati, Metro Manila","Park Terraces, Makati, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Park Terraces,For Sale,,2,,150 sqm,3,Unfurnished,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 2 days ago",Patrice Trijo - Wealth Property Consultants,14.5506307,121.0237662
Super Affordable 2BR Cypress Tower | BGC & Airport Access | 10% Move-In Only,"₱ 3,830,000","Bagong Tanyag, Taguig","Cypress Towers, Bagong Tanyag, Taguig, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Cypress Towers,For Sale,,,,51 sqm,,,https://www.lamudi.com.ph/projects/cypress-towers/,"2 weeks, 2 days ago",iAM Nancy.PRC.DHSUD ACCREDITED 2025 TEAM INFINITE,14.4773218,121.0485599
"Rare 3BR Corner Unit | 103 sqm | The Arton by Rockwell, QC","₱ 24,000,000","Loyola Heights, Quezon City","The Arton by Rockwell, Loyola Heights, Quezon City, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,The Arton by Rockwell,For Sale,,2,Freehold,103 sqm,16,Unfurnished,https://www.lamudi.com.ph/projects/the-arton-by-rockwell/,"2 weeks, 2 days ago",Joshua Theodor Ebrada,14.6317311,121.0749915
"RUSH SALE-1BR unit and Parking in Gramercy Residences,Makati","₱ 7,750,000","Makati, Metro Manila","The Gramercy Residences, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Gramercy Residences,For Sale,,1,,39 sqm,15,Fully furnished,https://www.lamudi.com.ph/projects/gramercy-residences/,"2 weeks, 2 days ago",Property PH,14.5656463,121.0284744
RUSH SALE-1BR unit and Parking  Gramercy Makati,"₱ 7,800,000","Makati, Metro Manila","The Gramercy Residences, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,The Gramercy Residences,For Sale,,1,Freehold,39 sqm,46,Fully furnished,https://www.lamudi.com.ph/projects/gramercy-residences/,"2 weeks, 2 days ago",Property PH,14.5656463,121.0284744
Clean Title Studio Unit Parking FOR SALE at South of Market Private Residences SOMA BGC Taguig,"₱ 12,500,000","Bagong Tanyag, Taguig","South of Market Private Residences (SOMA), Bagong Tanyag, Taguig, Metro Manila, Philippines",,1 bathroom,Condo,South of Market Private Residences (SOMA),For Sale,,1,,41 sqm,14,Fully furnished,https://www.lamudi.com.ph/projects/41032-73-9abb0cbe8bd3-c531-49b8e324-8709-409a,"2 weeks, 2 days ago",Aurea Caampued,14.5468417,121.0519642
"For Sale 1,078 sqm Penthouse Unit in","₱ 65,000,000","Bagumbayan, Quezon City","Eastwood LeGrand, Bagumbayan, Quezon City, Metro Manila, Philippines",11 bedrooms,8 bathrooms,Penthouse,Eastwood LeGrand,For Sale,,,,"1,078 sqm",,,https://www.lamudi.com.ph/projects/eastwood-legrand-1/,"2 weeks, 2 days ago",Alexander Mañalac,14.6075776,121.0818933
"Studio Condo for Sale in Greenbelt Radissons at Legazpi Village, Makati City","₱ 5,145,000","Legazpi Village, Makati","Greenbelt Radissons, Legazpi Village, Makati, Metro Manila, Philippines",,1 bathroom,Condo,Greenbelt Radissons,For Sale,,,,34 sqm,,,https://www.lamudi.com.ph/projects/greenbelt-radissons/,"2 weeks, 2 days ago",Yvette De Asis,14.5526343,121.0175264
Condo for Sale in Makati City at Greenbelt Parkplace 1 Bedroom 1BR,"₱ 7,350,000","Urdaneta, Makati","Greenbelt Parkplace, Urdaneta, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Greenbelt Parkplace,For Sale,,,,36 sqm,,,https://www.lamudi.com.ph/projects/greenbelt-parkplace/,"2 weeks, 2 days ago",Yvette De Asis,14.5557562,121.0292097
"Below market 2 bedroom unit for sale in BGC near Mitsukoshi Mall, Grand Hyatt, Uptown Mall, St. Lukes and S&R","₱ 13,000,000","Fort Bonifacio, Taguig","Grand Central Park, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Grand Central Park,For Sale,,1,,54 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/grand-central-park/,"2 weeks, 2 days ago",Properties for sale and for lease,14.5588405,121.0516049
FOR SALE: 2BR 100sqm with 1 Parking - Bristol at Parkway Place,"₱ 29,000,000","Muntinlupa, Metro Manila","Bristol at Parkway Place, Muntinlupa, Metro Manila, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Condo,Bristol at Parkway Place,For Sale,,1,Freehold,100 sqm,16,Partly furnished,https://www.lamudi.com.ph/projects/bristol-at-parkway-place/,"2 weeks, 2 days ago",Metro South Living Ph,14.4146399,121.0382581
rent to own 2 bedroom condo for sale in pasay near buendia taft pasay,Request Details,"San Isidro, Pasay","Quantum Residences, San Isidro, Pasay, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Quantum Residences,Buy & Rent,,,,1 sqm,,,https://www.lamudi.com.ph/projects/quantum-residences/,"2 weeks, 3 days ago",Property by Jeann & Ruffa,14.5527891,120.9980211
2BR Condo Unit For Sale Park Central Towers Paseo de Roxas Makati Ave Makati,"₱ 69,500,000","Urdaneta, Makati","Park Central Towers, Urdaneta, Makati, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,Park Central Towers,For Sale,,,,139 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/park-central-towers/,"2 weeks, 3 days ago",Realus Realtors,14.5586922,121.0266752
1BR FLEX UNIT WITH PARKING FOR SALE AT PARK TERRACES ACROSS GLORIETTA MAKATI,"₱ 25,000,000","Makati, Metro Manila","Park Terraces, Makati, Metro Manila, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Park Terraces,For Sale,,1,Freehold,83 sqm,7,Fully furnished,https://www.lamudi.com.ph/projects/park-terraces/,"2 weeks, 3 days ago",KB REALTY,14.5506307,121.0237662
2BR Condo Unit For Sale at Taguig,"₱ 15,000,000","Pinagsama, Taguig","McKinley Garden Villas, Pinagsama, Taguig, Metro Manila, Philippines",2 bedrooms,3 bathrooms,Condo,McKinley Garden Villas,For Sale,,,,91 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/mckinley-garden-villas/,"2 weeks, 3 days ago",Realus Realtors,14.5371405,121.0521745
"2 BR Condo Unit For Sale in The Pearl Place, Tower B, Ortigas","₱ 10,000,000","San Antonio, Pasig","The Pearl Place, San Antonio, Pasig, Metro Manila, Philippines",2 bedrooms,1 bathroom,Condo,The Pearl Place,For Sale,,,,48 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/the-pearl-place/,"2 weeks, 3 days ago",Realus Realtors,14.579206,121.05949
1BR Condo Unit For Sale at Uptown Parksuites 2 BGC Taguig City,"₱ 12,500,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Uptown Parksuites,For Sale,,,,41 sqm,21,Fully furnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,"2 weeks, 3 days ago",Realus Realtors,14.5583103,121.0532179
"1BR Condo Unit for Sale  in Two Serendra Meranti Tower BGC, Taguig City","₱ 20,000,000","Fort Bonifacio, Taguig","Two Serendra, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Two Serendra,For Sale,,,,58 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/two-serendra/,"2 weeks, 3 days ago",Realus Realtors,14.547616,121.0530835
"3BR Condo Unit For Sale Uptown Parksuites Tower 1, BGC, Taguig City","₱ 24,000,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Uptown Parksuites,For Sale,,,,89 sqm,,Partly furnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,"2 weeks, 3 days ago",Realus Realtors,14.5583103,121.0532179
"3BR Condo Unit For Sale Central Parkwest BGC, Taguig City","₱ 28,000,000","Fort Bonifacio, Taguig","Central Park West, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Central Park West,For Sale,,,,100 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/central-park-west/,"2 weeks, 3 days ago",Realus Realtors,14.5582999,121.0517219
3BR Condo Unit For Sale at  Uptown Parksuites Tower 1 BGC Taguig City,"₱ 25,500,000","Fort Bonifacio, Taguig","Uptown Parksuites, Fort Bonifacio, Taguig, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Uptown Parksuites,For Sale,,,,89 sqm,,Fully furnished,https://www.lamudi.com.ph/projects/uptown-parksuites/,"2 weeks, 3 days ago",Realus Realtors,14.5583103,121.0532179
3BR Condo Unit for Sale at Maple Place Residences Acacia Estates Taguig City,"₱ 11,000,000","Bangkal, Makati","Maple Place, Bangkal, Makati, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Maple Place,For Sale,,2,,87 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/maple-place/,"2 weeks, 3 days ago",Realus Realtors,14.5459873,121.0137143
3BR Condo Unit for Sale at Cedar Crest Residences Acacia Estates Taguig City,"₱ 10,500,000","Taguig, Metro Manila","Cedar Crest, Taguig, Metro Manila, Metro Manila, Philippines",3 bedrooms,2 bathrooms,Condo,Cedar Crest,For Sale,,,,64 sqm,4,Fully furnished,https://www.lamudi.com.ph/projects/cedar-crest/,"2 weeks, 3 days ago",Realus Realtors,14.521587,121.067168
1BR Condo Unit for Sale at BGC Taguig Park Avenue,"₱ 16,000,000","Fort Bonifacio, Taguig","Park Avenue, Fort Bonifacio, Taguig, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Park Avenue,For Sale,,,,36 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/park-avenue/,"2 weeks, 3 days ago",Realus Realtors,14.5349402,121.0524155
"3BR Condo Unit For Sale in Alexandra Condominium , San Antonio, Pasig City","₱ 49,000,000","Pasig, Metro Manila","Alexandra, Pasig, Metro Manila, Metro Manila, Philippines",3 bedrooms,3 bathrooms,Condo,Alexandra,For Sale,,,,216 sqm,4,Unfurnished,https://www.lamudi.com.ph/projects/41032-73-ca469f68fc84-7e67-20e3cf5b-ae17-4f4b,"2 weeks, 3 days ago",Realus Realtors,14.5815539,121.0625439
2BR Condo Unit  For Sale at The Fort Residences Burgos Circle Area,"₱ 14,000,000","Fort Bonifacio, Taguig","The Fort Residences, Fort Bonifacio, Taguig, Metro Manila, Philippines",2 bedrooms,2 bathrooms,Loft,The Fort Residences,For Sale,,,,78 sqm,14,Fully furnished,https://www.lamudi.com.ph/projects/the-fort-residences/,"2 weeks, 3 days ago",Realus Realtors,14.5532192,121.0448872
Condo Unit For Sale Kroma Tower Dela Rosa Street Legazpi Village Makati,"₱ 16,000,000","Legazpi Village, Makati","Kroma Tower, Legazpi Village, Makati, Metro Manila, Philippines",1 bedroom,1 bathroom,Condo,Kroma Tower,For Sale,,1,,56 sqm,,Unfurnished,https://www.lamudi.com.ph/projects/kroma-tower/,"2 weeks, 3 days ago",Realus Realtors,14.5586592,121.0168143
